1.60038e-05 0
0.100899 0
0.20193 0
0.302906 0
0.403909 0
0.504872 0
0.605811 0
0.706911 0
0.80775 0
0.908809 0
1.01111 1.78479e-05
1.11143 0.0640148
1.21258 0.249151
1.31358 0.55188
1.41456 0.968563
1.51564 1.47978
1.61652 2.07255
1.71686 2.74342
1.81749 3.474
1.91858 4.23077
2.0195 0
2.12057 5.7994
2.22155 6.55843
2.32256 7.2891
2.42377 7.95146
2.52476 8.55152
2.62577 9.05425
2.72669 9.46189
2.82778 9.76039
2.9287 9.94085
3.02921 0
3.12952 0
3.23066 0
3.33263 0
3.43458 0
3.53567 0
3.63668 0
3.73764 0
3.83867 0
3.93962 0
