9.0003e-06 9.99997
0.10037 9.558
0.200717 8.18193
0.300996 6.00423
0.401292 3.23929
0.501706 0.153619
0.60205 -2.9413
0.702373 -5.75329
0.802729 -7.99649
0.903039 -9.46261
1.00343 -9.99882
1.10387 -9.55702
1.20427 -8.18146
1.30462 -6.00016
1.40499 -3.23852
1.50524 -0.157953
1.6056 -0.157953
1.70607 -0.157953
1.80665 -0.157953
1.90801 -0.157953
2.00844 -0.157953
2.10896 -0.157953
2.2094 -0.157953
2.31014 -0.157953
2.41069 -0.157953
2.51127 -0.157953
2.61183 -0.157953
2.71244 -0.157953
2.81299 -0.157953
2.91364 -0.157953
3.01426 -0.157953
3.11487 -0.157953
3.21544 -0.157953
3.31646 -0.157953
3.41697 -0.157953
3.51732 -0.157953
3.61791 -0.157953
3.71854 -0.157953
3.81909 -0.157953
3.9195 -0.157953
