8.00192e-06 0.0303477
0.100113 3.12391
0.201469 5.39755
0.301857 8.11064
0.402045 9.52139
0.502228 9.99994
0.60244 9.49955
0.70264 8.06944
0.80343 5.83775
0.903807 3.05672
1.00528 -0.0556383
1.10552 -3.12182
1.20576 -5.90623
1.30605 -8.11084
1.40632 -9.52137
1.50657 -9.99994
1.61134 -9.4996
1.71161 -8.06957
1.81188 -5.79989
1.91216 -3.05669
2.01238 0.0343666
2.11269 3.12466
2.21298 5.90611
2.31323 8.1106
2.41356 9.52253
2.51387 9.99994
2.61433 9.49961
2.71461 8.06935
2.81488 5.84912
2.91515 3.05699
3.01743 -0.304878
3.1177 -3.12337
3.21797 -5.90631
3.31827 -8.11038
3.41848 -9.52135
3.51873 -9.99994
3.61899 -9.49841
3.72045 -8.06961
3.8261 -5.32869
3.92634 -2.45275
