8.01682e-06 9.99964
0.100289 9.48193
0.20067 8.03447
0.301071 5.80224
0.401413 3.00103
0.501752 -0.0949061
0.602164 -3.17767
0.702651 -5.9577
0.803275 -8.14391
0.903806 -9.54019
1.00419 -9.99956
1.10456 -9.4807
1.205 -8.03546
1.30536 -5.8046
1.40567 -3.0001
1.50601 0.0944998
1.60665 0.0944998
1.70722 0.0944998
1.80791 0.0944998
1.90859 0.0944998
2.00905 0.0944998
2.10966 0.0944998
2.21006 0.0944998
2.3108 0.0944998
2.41135 0.0944998
2.51196 0.0944998
2.61253 3.1791
2.71305 5.95717
2.81357 8.14811
2.91408 9.54178
3.01458 9.9995
3.11522 9.48151
3.21579 8.03556
3.31617 5.80086
3.41664 2.99483
3.51737 -0.0926776
3.61822 -3.7745
3.71867 -6.44679
3.819 -8.49486
3.91946 -9.70791
