1.60038e-05 0.1
0.100509 0.6
0.201731 1.1
0.302643 1.6
0.403716 2.1
0.504593 2.6
0.605307 3.1
0.705449 3.6
0.806414 4.1
0.907438 4.6
1.0077 5.1
1.10872 5.1
1.20973 5.1
1.31059 5.1
1.41091 5.1
1.51165 5.1
1.61274 5.1
1.7136 5.1
1.8147 5.1
1.9157 5.1
2.01672 20
2.11762 19.5
2.21861 19
2.31967 18.5
2.4205 17.9
2.52161 17.4
2.62262 16.9
2.72363 16.4
2.82461 15.9
2.92562 15.4
3.02662 14.9
3.12762 14.4
3.22864 13.9
3.3295 13.4
3.43046 12.9
3.53149 12.4
3.63252 11.9
3.7335 11.4
3.8345 10.9
3.93548 10.4
